,,"This is the list of HEVC Standard Essential Patents included in the HEVC Advance Patent Portfolio License as of January 2022. The evaluation of patents by the independent Patent Evaluator is ongoing, and this list will be updated as new patents are determined to be HEVC Standard Essential Patents. This list identifies the number of claims of each patent evaluated to be an HEVC Standard Essential Patent. Each listed patent may include additional essential claims that have not yet been evaluated. The sections of the HEVC/H.265 standard are identified by way of example only. Other sections of the standard may also be relevant to each corresponding patent.",,,,,,,
Count (Claims),Count (Patents),Profile,Country,Patent Number,Claim Number,Category,Licensor,Est. Exp. Date,"Representative HEVC/H.265 Sections (Version 2, unless otherwise specified)"
10343,8313,Main/Main10,JP,JP6595019,1,Decoder,KTCORP,20320906,"3.124, 6.4.1, 7.3.6.1, 7.4.7.1, 8.5.3.2.2, 8.5.3.2.3, 8.5.3.2.8, 8.5.3.2.9, 8.5.3.3.1, 8.6.7"
10344,8314,Main/Main10,JP,JP6595020,1,Decoder,KTCORP,20320906,"3.124, 7.3.6.1, 7.4.7.1, 8.5.3.2.2, 8.5.3.2.8, 8.5.3.2.9, 8.5.3.3.1, 8.6.7"
10345,8315,Main/Main10,JP,JP6598957,1,Encoder,Canon,20321107,"7.4.9.3, 8.7.3.2, Tables 7-8, 9-38"
10346,8316,Main/Main10,JP,JP6602931,1,Decoder,Docomo,20320924,"6.3.1, 7.1, 7.3.8.5, 7.3.8.10, 7.3.8.11, 7.4.9.5, 7.4.9.11, 8.4.2, 8.4.4.1, 8.4.4.2.1, 8.4.4.2.3, 8.4.4.2.6, 8.6.2, 8.6.7, 9.1, 9.3.1, C.3.4, C.4"
10347,8317,Main/Main10,JP,JP6605063,1,Decoder,Mitsubishi,20310331,"6.3.1, 6.3.2, 7.2, 7.3.8.2, 7.3.8.4, 7.3.8.5, 7.3.8.8 , 7.3.8.8, 7.4.9.4, 7.4.9.8, 8.1.1, 8.5.1, 8.5.2, 8.5.4.1, 8.5.4.2, 8.6.2, 8.6.7, 9.3.1, 9.3.3.1, 9.3.4.1, 9.3.3.5"
10348,8317,Main/Main10,JP,JP6605063,3,Encoder,Mitsubishi,20310331,"6.3.1, 6.3.2, 7.2, 7.3.8.2, 7.3.8.4, 7.3.8.5, 7.3.8.8 , 7.3.8.8, 7.4.9.4, 7.4.9.8, 8.1.1, 8.5.1, 8.5.2, 8.5.4.1, 8.5.4.2, 8.6.2, 8.6.7, 9.3.1, 9.3.3.1, 9.3.4.1"
10349,8318,Main/Main10,JP,JP6608504,1,Decoder,Canon,20330118,"7.3.8.11, 7.4.9.11"
10350,8319,Main/Main10,JP,JP6609004,5,Encoder,Toshiba,20300408,"7.3.8.6, 7.4.7.1, 8.5.3.2.2, 8.5.3.2.3, 8.5.3.2.7, 8.5.3.3.1, 9.3.3.1, 9.3.3.2"
10351,8320,Main/Main10,JP,JP6615290,7,Decoder,Docomo,20311221,"8.4.1, 8.4.2, 8.4.4.1, 8.4.4.2.1, 8.4.4.2.4, 8.4.4.2.5"
10352,8321,Main/Main10,JP,JP6618439,1,Encoder,Mitsubishi,20260922,"6.3.1, 6.3.2, 7.3.2.2, 7.3.8.4, 7.3.8.5, 7.4.3.2, 7.4.9.4, 7.4.9.5, 8.4.1, 8.5.1"
10353,8321,Main/Main10,JP,JP6618439,3,Decoder,Mitsubishi,20260922,"6.3.1, 6.3.2, 7.3.2.2, 7.3.8.4, 7.3.8.5, 7.4.3.2, 7.4.9.4, 7.4.9.5, 8.4.1, 8.5.1"
10354,8322,Main/Main10,JP,JP6619045,1,Decoder,KTCORP,20320906,"7.4.7.1, 8.3.5, 8.5.3.2.6, 8.5.3.2.7, 8.5.3.2.8, 8.5.3.2.9"
10355,8323,Main/Main10,JP,JP6629163,1,Decoder,Huawei,20320116,"7.3.2.3.1, 7.4.3.3.1, 7.4.5, 7.4.7.1, 8.1.1, 8.4.4.2.1, 8.4.4.2.2, 8.4.4.2.4, 8.4.4.2.5, 8.4.4.2.6"
10356,8323,Main/Main10,JP,JP6629163,7,Encoder,Huawei,20320116,"7.3.2.3.1, 7.4.3.3.1, 7.4.5, 7.4.7.1, 8.1.1, 8.4.4.2.1, 8.4.4.2.2, 8.4.4.2.4, 8.4.4.2.5, 8.4.4.2.6"
10357,8324,Main/Main10,JP,JP6632456,1,Bitstream,Mitsubishi,20320605,"6.1, 6.3, 7.3.2, 7.3.6, 7.3.8, 7.4.3, 7.4.7, 7.4.9, 8.5.1, 8.5.2, 8.6.7, 8.7.2"
10358,8325,Main/Main10,JP,JP6637151,1,Decoder,Docomo,20320628,"7.4.2.2, 8.1.1, 8.1.2, 8.1.3, 8.3.2"
10359,8326,Main/Main10,JP,JP6648219,1,Decoder,DLLC,20320620,"7.3.8.4, 7.3.8.5, 7.3.8.8, 7.3.8.10, 7.4.3.3.1, 7.4.9.8, 7.4.9.10, 8.6.1, 8.6.2, 8.6.3"
10360,8326,Main/Main10,JP,JP6648219,3,Encoder,DLLC,20320620,"7.3.8.4, 7.3.8.5, 7.3.8.8, 7.3.8.10, 7.4.3.3.1, 7.4.9.8, 7.4.9.10, 8.6.1, 8.6.2, 8.6.3"
10361,8326,Main/Main10,JP,JP6648219,5,Decoder,DLLC,20320620,"7.3.8.4, 7.3.8.5, 7.3.8.8, 7.3.8.10, 7.4.3.3.1, 7.4.9.8, 7.4.9.10, 8.6.1, 8.6.2, 8.6.3"
10362,8327,Main/Main10,JP,JP6650604,1,Decoder,Sun Patent,20320622,"0.7, 7.3.8.4, 7.3.8.5, 7.4.9.4, 7.4.9.5, 9.3.4.2.1, 9.3.4.2.2, 9.3.4.3.1"
10363,8328,Main/Main10,JP,JP6659298,3,Decoder,GEVC,20311104,"7.3.8.5, 7.3.8.6, 7.4.9.5, 7.4.9.6"
10364,8328,Main/Main10,JP,JP6659298,8,Encoder,GEVC,20311104,"7.3.8.5, 7.3.8.6, 7.4.9.5, 7.4.9.6"
10365,8329,Main/Main10,JP,JP6659299,3,Decoder,GEVC,20311104,"6.3.2, 7.3.8.5, 7.3.8.6, 7.3.8.11, 7.4.9.5, 7.4.9.6, 8.5.2, 8.6.2, 8.6.7"
10366,8329,Main/Main10,JP,JP6659299,5,Encoder,GEVC,20311104,"6.3.2, 7.3.8.5, 7.3.8.6, 7.3.8.11, 7.4.9.5, 7.4.9.6, 8.5.2, 8.6.2"
10367,8330,Main/Main10,JP,JP6659767,1,Decoder,GEVC,20320716,"6.3.1, 6.3.2, 7.2, 7.3.2.3.1, 7.3.6.1, 7.3.8.1, 7.3.8.4, 7.3.8.5, 7.4.3.3.1, 7.4.7.1, 7.4.9.1, 7.4.9.4, 7.4.9.5, 9.1, 9.3.1, 9.3.2.1, 9.3.2.2, 9.3.2.3, 9.3.2.4, 9.3.4.3.1, 9.3.4.3.2.1, 9.3.4.3.2.2"
10368,8330,Main/Main10,JP,JP6659767,6,Encoder,GEVC,20320716,"6.3.1, 6.3.2, 7.2, 7.3.2.3.1, 7.3.6.1, 7.3.8.1, 7.3.8.4, 7.3.8.5, 7.4.3.3.1, 7.4.7.1, 7.4.9.1, 7.4.9.4, 7.4.9.5, 9.1, 9.3.1, 9.3.2.1, 9.3.2.2, 9.3.2.3, 9.3.2.4, 9.3.4.3.1, 9.3.4.3.2.1, 9.3.4.3.2.2"
10369,8331,Main/Main10,JP,JP6660602,1,Decoder,Sun Patent,20320706,"5.3, 7.2, 7.3.8.2, 7.3.8.4, 7.3.8.5, 7.3.8.8, 7.4.9.4, 7.4.9.5, 7.4.9.8, 8.1.1, 9.1, 9.3.1, 9.3.2.2, 9.3.4.1, 9.3.4.2.1, 9.3.4.2.2, 9.3.4.3.1"
10370,8332,Main/Main10,JP,JP6663520,3,Decoder,Docomo,20310714,"7.2, 7.3.8.5, 7.4.9.11, 8.4.2, 8.4.3, 8.4.4.2.6"
10371,8333,Main/Main10,JP,JP6666968,1,Decoder,ETRI,20320620,"3.41, 3.44, 3.64, 3.66, 8, 8.1, 8.1.1, 8.4, 8.4.1, 8.4.4.1, 8.4.4.2, 8.4.4.2.1, 8.4.4.2.5, 8.6.7"
10372,8333,Main/Main10,JP,JP6666968,10,Bitstream,ETRI,20320620,"7.3.8.5, 7.4.9.5, 8.4.2, 8.4.4.2.1, 8.4.4.2.5"
10373,8334,Main/Main10,JP,JP6667609,1,Encoder,Mitsubishi,20320605,"6.3.1, 6.3.2, 7.3.6.1, 7.4.7.1, 8.6.4, 8.6.7, 8.7.2"
10374,8334,Main/Main10,JP,JP6667609,2,Decoder,Mitsubishi,20320605,"6.3.1, 6.3.2, 7.3.6.1, 7.4.7.1, 8.6.4, 8.6.7, 8.7.2"
10375,8335,Main/Main10,JP,JP6676731,1,Encoder,GEVC,20320112,"7.2, 7.3.8.11, 7.4.9.11, 9.3.1, 9.3.3.10, 9.3.4.2.1, 9.3.4.2.5, 9.3.4.2.6"
10376,8335,Main/Main10,JP,JP6676731,3,Decoder,GEVC,20320112,"7.2, 7.3.8.11, 7.4.9.11, 9.3.1, 9.3.3.10, 9.3.4.2.1, 9.3.4.2.5, 9.3.4.2.6"
10377,8335,Main/Main10,JP,JP6676731,12,Bitstream,GEVC,20320112,"7.2, 7.3.8.11, 7.4.9.11, 9.3.1, 9.3.3.10, 9.3.4.2.1, 9.3.4.2.5, 9.3.4.2.6"
10378,8336,Main/Main10,JP,JP6679777,6,Decoder,Canon,20320416,"6.5.3, 7.3.4, 7.4.3.2.1, 7.4.5, Table 7-3"
10379,8337,Main/Main10,JP,JP6679778,6,Decoder,Canon,20320416,"6.5.3, 7.3.4, 7.4.3.2.1, 7.4.5, Table 7-3"
10380,8338,Main/Main10,JP,JP6679781,12,Decoder,Canon,20320816,"6.4.2, 7.4.7.1, 8.3.5, 8.5.3.2.6, 8.5.3.2.7, 8.5.3.2.8"
10381,8339,Main/Main10,JP,JP6679782,12,Decoder,Canon,20320816,"6.4.2, 7.4.7.1, 8.3.5, 8.5.3.2.6, 8.5.3.2.7, 8.5.3.2.8"
10382,8340,Main/Main10,JP,JP6681937,1,Decoder,DLLC,20330117,"7.4.9.5, 7.4.9.11, 8.4.2, 8.4.3, 8.4.4.2.1, 9.3.3.1, 9.3.3.2, 9.3.3.5"
10383,8340,Main/Main10,JP,JP6681937,2,Encoder,DLLC,20330117,"7.4.9.5, 7.4.9.11, 8.4.2, 8.4.3, 8.4.4.2.1, 9.3.3.1, 9.3.3.5"
10384,8341,Main/Main10,JP,JP6682594,1,Encoder,Toshiba,20320627,"7.3.6.2, 7.4.7.3"
10385,8342,Main/Main10,JP,JP6685021,1,Encoder,Sun Patent,20320622,"0.6, 3, 7.4.9.4, 7.4.9.5, 7.4.9.6, 9.3.3, 9.3.3.1, 9.3.4.2, 9.3.4.2.2, 9.3.4.3"
10386,8343,Main/Main10,JP,JP6686095,1,Decoder,Canon,20310309,"7.3.8.4, 7.3.8.11, 7.3.8.14, 7.4.9.11, 7.4.9.14, 8.4, 8.5, 8.6.1, 8.6.3, 8.6.4"
10387,8344,Main/Main10,JP,JP6686206,1,Decoder,Canon,20320112,"7.3.2.3.1, 7.3.8.4, 7.3.8.5, 7.3.8.8, 7.3.8.10, 7.3.8.14, 7.4.3.3.1, 7.4.9.4, 7.4.9.8, 7.4.9.14, 8.4.1, 8.6.1, 9.3.3.2, 9.3.3.3, 9.3.3.10"
10388,8345,Main/Main10,JP,JP6689924,1,Encoder,ETRI,20330118,"7.3.8.11, 8.5.3.2.1, 8.5.3.2.6, 8.5.3.3.1, 8.6.3, 8.6.4.1"
10389,8345,Main/Main10,JP,JP6689924,5,Decoder,ETRI,20330118,"7.2, 7.3.8.11, 8.5.3.2.1, 8.5.3.2.6, 8.5.3.2.9, 8.5.3.3.1, 8.6.3, 8.6.4.1, 8.6.7"
10390,8346,Main/Main10,JP,JP6707594,1,Decoder,GEVC,20310413,"6.3.2, 7.3.2.2.1, 7.3.8.4, 7.3.8.5, 7.3.8.8, 7.3.8.10, 7.4.3.2.1, 7.4.9.4, 7.4.9.5, 7.4.9.8, 8.4.1, 8.4.2, 8.4.4.1, 8.4.4.2.1"
10391,8346,Main/Main10,JP,JP6707594,18,Encoder,GEVC,20310413,"6.3.2, 7.3.2.2.1, 7.3.8.4, 7.3.8.5, 7.3.8.8, 7.3.8.10, 7.4.3.2.1, 7.4.9.4, 7.4.9.5, 7.4.9.8, 8.4.1, 8.4.2, 8.4.4.1, 8.4.4.2.1"
10392,8347,Main/Main10,JP,JP6707595,5,Decoder,GEVC,20310413,"6.3.2, 7.3.2.2.1, 7.3.8.4, 7.3.8.5, 7.3.8.8, 7.3.8.10, 7.3.8.11, 7.4.3.2.1, 7.4.9.4, 7.4.9.5, 7.4.9.8, 7.4.9.11, 8.4.1, 8.4.2, 8.4.4.1, 8.4.4.2.1"
10393,8347,Main/Main10,JP,JP6707595,13,Encoder,GEVC,20310413,"6.3.2, 7.3.2.2.1, 7.3.8.4, 7.3.8.5, 7.3.8.8, 7.3.8.10, 7.3.8.11, 7.4.3.2.1, 7.4.9.4, 7.4.9.5, 7.4.9.8, 7.4.9.11, 8.4.1, 8.4.2, 8.4.4.1, 8.4.4.2.1"
10394,8348,Main/Main10,JP,JP6708714,5,Decoder,GEVC,20310413,"6.3.2, 7.3.8.4, 7.3.8.8, 7.3.8.10, 7.4.9.8"
10395,8348,Main/Main10,JP,JP6708714,13,Encoder,GEVC,20310413,"6.3.2, 7.3.8.4, 7.3.8.8, 7.3.8.10, 7.4.9.8"
10396,8349,Main/Main10,JP,JP6720278,1,Encoder,ETRI,20330121,"7.2, 7.3.4, 7.4.5"
10397,8349,Main/Main10,JP,JP6720278,2,Decoder,ETRI,20330121,"3, 8.1, 8.1.1, 7.3.4, 7.3.8.8, 7.4.5, 8.6.3"
10398,8350,Main/Main10,JP,JP6721638,16,Decoder,GEVC,20330121,"6.3.1, 6.3.3, 7.2, 7.3.2.3.1, 7.3.6.1, 7.3.8.1, 7.4.3.3.1, 7.4.7.1, 7.4.9.1, 8.1.1, 9.1, 9.3.1, 9.3.2.1, 9.3.2.3, 9.3.2.4"
10399,8350,Main/Main10,JP,JP6721638,18,Encoder,GEVC,20330121,"6.3.1, 6.3.3, 7.2, 7.3.2.3.1, 7.3.6.1, 7.3.8.1, 7.4.3.3.1, 7.4.7.1, 7.4.9.1, 8.1.1, 9.1, 9.3.1, 9.3.2.1, 9.3.2.3, 9.3.2.4"
10400,8351,Main/Main10,JP,JP6727238,1,Decoder,GEVC,20311104,"6.3.2, 7.3.8.5, 7.3.8.6, 7.3.8.8, 7.3.8.10, 7.3.8.11, 7.4.9.5, 7.4.9.6"
10401,8351,Main/Main10,JP,JP6727238,7,Encoder,GEVC,20311104,"6.3.2, 7.3.8.5, 7.3.8.6, 7.3.8.8, 7.3.8.10, 7.3.8.11, 7.4.9.5, 7.4.9.6"
10402,8352,Main/Main10,JP,JP6728249,1,Decoder,GEVC,20311010,"7.4.9.5, 8.5.2, 8.5.3.1, 8.5.3.2.1, 8.5.3.2.2, 8.5.3.2.3"
10403,8352,Main/Main10,JP,JP6728249,9,Encoder,GEVC,20311010,"7.4.9.5, 8.5.2, 8.5.3.1, 8.5.3.2.1, 8.5.3.2.2, 8.5.3.2.3"
10404,8353,Main/Main10,JP,JP6736642,1,Encoder,ETRI,20330121,"7.2, 7.3.4, 7.4.5"
10405,8353,Main/Main10,JP,JP6736642,2,Decoder,ETRI,20330121,"8.1.1, 7.3.4, 7.3.8.8, 7.4.5, 8.6.3"
10406,8354,Main/Main10,JP,JP6738882,1,Encoder,ETRI,20330121,"7.2, 7.3.4, 7.4.5"
10407,8355,Main/Main10,JP,JP6743225,1,,Canon,,"7.3.8.11, 7.4.5, 7.4.9.11, 8.6.2, Table 7-5"
10408,8356,Main/Main10,JP,JP6744507,1,Encoder,Toshiba,20311017,"7.4.7.3, 8.5.3.3.4.3"
10409,8357,Main/Main10,JP,JP6746749,3,Encoder,"ETRI, UICGKHU",20321108,"6.4.2, 8.5.3.2.2, 8.5.3.2.3"
10410,8358,Main/Main10,JP,JP6748749,1,,Canon,,"7.4.9.3, 8.7.3, 8.7.3.1, Table 7-4"
10411,8359,Main/Main10,JP,JP6753914,1,Decoder,GEVC,20310411,"6.3.2, 7.2, 7.3.8.11, 7.4.3.2.1, 7.4.9.10, 7.4.9.11, 9.3.1, 9.3.4.1, 9.3.4.2.1"
10412,8359,Main/Main10,JP,JP6753914,7,Encoder,GEVC,20310411,"6.3.2, 7.2, 7.3.8.11, 7.4.3.2.1, 7.4.9.10, 7.4.9.11, 9.3.1, 9.3.4.1, 9.3.4.2.1"
10413,8360,Main/Main10,JP,JP6758125,1,Encoder,Mitsubishi,20330403,"0.7, 6.3.1, 6.3.2, 7.3.2.2, 7.3.4, 7.3.6, 7.3.8, 7.3.8.3, 7.3.8.5, 7.3.8.8, 7.3.8.11, 7.4.3.2.1, 7.4.5, 7.4.7, 7.4.7.1, 7.4.9, 7.4.9.3, 7.4.9.5, 7.4.9.8, 8.4, 8.5, 8.6, 8.6.3, 8.6.4, 8.6.7, 8.7.3, 8.7.3.2, 9.3, 9.3.3.2"
10414,8360,Main/Main10,JP,JP6758125,3,Decoder,Mitsubishi,20330403,"0.7, 6.3.1, 6.3.2, 7.3.2.2, 7.3.4, 7.3.6, 7.3.8, 7.3.8.3, 7.3.8.5, 7.3.8.8, 7.3.8.11, 7.4.3.2.1, 7.4.5, 7.4.7, 7.4.7.1, 7.4.9, 7.4.9.3, 7.4.9.5, 7.4.9.8, 8.4, 8.5, 8.6, 8.6.3, 8.6.4, 8.6.7, 8.7.3, 8.7.3.2, 9.3, 9.3.3.2"
10415,8360,Main/Main10,JP,JP6758125,9,Bitstream,Mitsubishi,20330403,"0.7, 6.3.1, 6.3.2, 7.3.2.2, 7.3.4, 7.3.6, 7.3.8, 7.3.8.3, 7.3.8.5, 7.3.8.8, 7.3.8.11, 7.4.3.2.1, 7.4.5, 7.4.7, 7.4.7.1, 7.4.9, 7.4.9.3, 7.4.9.5, 7.4.9.8, 8.4, 8.5, 8.6, 8.6.3, 8.6.4, 8.6.7, 8.7.3, 8.7.3.2, 9.3, 9.3.3.2"
10416,8361,Main/Main10,JP,JP6766195,3,,Canon,,"7.4.9.5, 8.4.2, Table 8-1"
10417,8362,Main/Main10,JP,JP6766210,2,,Canon,,"8.4.2, Table 8-1"
10418,8363,Main/Main10,JP,JP6766211,2,,Canon,,"8.4.2, Table 8-1"
10419,8364,Main/Main10,JP,JP6775539,1,Decoder,Mitsubishi,20310721,"6.3.2, 7.3.8.5, 7.4.9.5, 8.4.2, 8.4.4.2"
10420,8364,Main/Main10,JP,JP6775539,3,Encoder,Mitsubishi,20310721,"6.3.2, 7.3.8.5, 7.4.9.5, 8.4.2, 8.4.4.2"
10421,8365,Main/Main10,JP,JP6783355,1,Decoder,ETRI,20320131,"8.1.1, 8.3.5, 8.5.3.1, 8.5.3.2.1, 8.5.3.2.6, 8.5.3.2.8, 8.5.3.2.9, 8.5.3.3.1, 8.5.3.3.2, C.5.2.1, F.8.3.1"
10422,8365,Main/Main10,JP,JP6783355,2,Encoder,ETRI,20320131,"7.3.8.11, 7.4.9.11, 8.1.1, 8.3.5, 8.5.1, 8.5.3.1, 8.5.3.2.1, 8.5.3.2.6, 8.5.3.2.8, 8.5.3.2.9, 8.5.3.3.1, 8.5.3.3.2, 8.5.4.1, 8.5.4.2, 8.6.2, 8.6.3, 8.6.4.1, 8.6.7, 9.1, 9.3.1, C.5.2.1, F.8.3.1"
10423,8365,Main/Main10,JP,JP6783355,3,Bitstream,ETRI,20320131,"8.1.1, 8.3.5, 8.5.3.1, 8.5.3.2.1, 8.5.3.2.6, 8.5.3.2.8, 8.5.3.2.9, 8.5.3.3.1, 8.5.3.3.2, C.5.2.1, F.8.3.1"
10424,8366,Main/Main10,JP,JP6795666,2,Encoder,Toshiba,20300408,"7.3.8.6, 7.4.7.1, 8.5.3.2.2, 8.5.3.2.3, 8.5.3.2.7, 8.5.3.3.1, 9.3.3.1, 9.3.3.2"
10425,8367,Main/Main10,JP,JP6797989,1,,Canon,,"7.4.9.3, 9.3.3.2, 9.3.4.2.1, 9.3.4.3.2, Tables 7-8, 9-38, 9-39, 9-43"
10426,8368,Main/Main10,JP,JP6797993,1,,Canon,,"7.4.9.3, 8.7.3.2, Tables 7-8, 9-38"
10427,8369,Main/Main10,JP,JP6801037,1,,Canon,,"7.3.2.3.1, 7.3.8.14, 7.3.8.4, 7.3.8.5, 7.3.8.8, 7.3.8.10, 7.4.3.3.1, 7.4.9.4, 7.4.9.8, 7.4.9.10, 8.4.1, 8.6.1"
10428,8370,Main/Main10,JP,JP6801038,1,,Canon,,"7.3.2.3.1, 7.3.8.14, 7.3.8.4, 7.3.8.5, 7.3.8.8, 7.3.8.10, 7.3.8.11, 7.4.3.3.1, 7.4.9.4, 7.4.9.8, 7.4.9.10, 8.4.1, 8.6.1"
10429,8371,Main/Main10,JP,JP6820115,1,Encoder,Mitsubishi,20330403,"0.7, 6.3.2, 7.3.4, 7.3.6, 7.3.8, 7.3.8.3, 7.3.8.5, 7.3.8.8, 7.3.8.11, 7.4.3.2.1, 7.4.5, 7.4.7, 7.4.7.1, 7.4.9, 7.4.9.3, 7.4.9.8, 8.4, 8.5, 8.6, 8.6.3, 8.6.4, 8.6.7, 8.7.3, 8.7.3.2, 9.3 9.3.3.2"
10430,8371,Main/Main10,JP,JP6820115,2,Decoder,Mitsubishi,20330403,"0.7, 6.3.2, 7.3.4, 7.3.6, 7.3.8, 7.3.8.3, 7.3.8.5, 7.3.8.8, 7.3.8.11, 7.4.3.2.1, 7.4.5, 7.4.7, 7.4.9, 7.4.9.3, 8.4, 8.5, 8.6, 8.6.3, 8.6.4, 8.6.7, 8.7.3, 8.7.3.2, 9.3, 9.3.3.2"
10431,8371,Main/Main10,JP,JP6820115,5,Bitstream,Mitsubishi,20330403,"0.7, 6.3.1, 6.3.2, 7.3.2.2, 7.3.4, 7.3.6, 7.3.8, 7.3.8.3, 7.3.8.5, 7.3.8.8, 7.3.8.11, 7.4.3.2.1, 7.4.5, 7.4.7, 7.4.7.1, 7.4.9, 7.4.9.3, 7.4.9.5, 7.4.9.8, 8.4, 8.5, 8.6, 8.6.3, 8.6.4, 8.6.7, 8.7.3, 8.7.3.2, 9.3, 9.3.3.2"
10432,8372,Main/Main10,JP,JP6821730,12,,Canon,,"8.5.3.2.5, 8.5.3.2.6, 8.5.3.2.7"
10433,8373,Main/Main10,JP,JP6825064,1,,Canon,,"7.3.8.11, 7.4.9.10, 7.4.9.11"
10434,8374,Main/Main10,JP,JP6835448,1,Encoder,Mitsubishi,20330403,"0.7, 6.3.2, 7.3.4, 7.3.6, 7.3.8, 7.3.8.3, 7.3.8.5, 7.3.8.8, 7.3.8.11, 7.4.3.2.1, 7.4.5, 7.4.7, 7.4.9, 7.4.9.3, 8.4, 8.5, 8.6, 8.6.3, 8.6.4, 8.6.7, 8.7.3, 8.7.3.2, 9.3, 9.3.3.2"
10435,8374,Main/Main10,JP,JP6835448,2,Decoder,Mitsubishi,20330403,"0.7, 6.3.2, 7.3.4, 7.3.6, 7.3.8, 7.3.8.3, 7.3.8.5, 7.3.8.8, 7.3.8.11, 7.4.3.2.1, 7.4.5, 7.4.7, 7.4.9, 7.4.9.3, 8.4, 8.5, 8.6, 8.6.3, 8.6.4, 8.6.7, 8.7.3, 8.7.3.2, 9.3, 9.3.3.2"
10436,8374,Main/Main10,JP,JP6835448,5,Bitstream,Mitsubishi,20330403,"0.7, 6.3.1, 6.3.2, 7.3.2.2, 7.3.4, 7.3.6, 7.3.8, 7.3.8.3, 7.3.8.5, 7.3.8.8, 7.3.8.11, 7.4.3.2.1, 7.4.5, 7.4.7, 7.4.7.1, 7.4.9, 7.4.9.3, 7.4.9.5, 7.4.9.8, 8.4, 8.5, 8.6, 8.6.3, 8.6.4, 8.6.7, 8.7.3, 8.7.3.2, 9.3, 9.3.3.2"
10437,8375,Main/Main10,JP,JP6845282,1,Decoder,GEVC,20310413,"6.3.2, 7.3.8.6, 7.4.9.6, 8.5.3.2.1, 8.5.3.2.2, 8.5.3.2.6, 8.5.3.3.1, 8.6.7, 9.3.1, 9.3.4.1, 9.3.4.2.1, 9.3.4.3.1"
10438,8375,Main/Main10,JP,JP6845282,16,Encoder,GEVC,20310413,"6.3.2, 7.3.8.6, 7.4.9.6, 8.5.3.2.1, 8.5.3.2.2, 8.5.3.2.6, 8.5.3.3.1, 8.6.7, 9.3.1, 9.3.4.1, 9.3.4.2.1, 9.3.4.3.1"
10439,8376,Main/Main10,JP,JP6851263,1,Encoder,"KBS, KAIST",20300223,"6.3.2, 7.3.8.2, 7.3.8.4, 7.3.8.5, 7.3.8.8, 7.4.9.4, 7.4.9.5, 8.6.4.1"
10440,8377,Main/Main10,JP,JP6851264,1,Decoder,"KBS, KAIST",20300223,"6.3.2, 7.3.8.2, 7.3.8.4, 7.3.8.5, 7.3.8.8, 7.4.9.4, 7.4.9.5, 8.6.4.1"
10441,8378,Main/Main10,JP,JP6851265,1,Decoder,"KBS, KAIST",20300223,"6.3.2, 7.3.8.2, 7.3.8.4, 7.3.8.5, 7.3.8.8, 7.4.9.4, 7.4.9.5, 8.6.4.1"
10442,8379,Main/Main10,JP,JP6851429,1,Decoder,Mitsubishi,20310721,"6.3.2, 7.2, 7.3.8.5, 7.4.9.5, 8.4.2, 8.4.4.2, 8.5.3.3"
10443,8379,Main/Main10,JP,JP6851429,3,Encoder,Mitsubishi,20310721,"6.3.2, 7.2, 7.3.8.5, 7.4.9.5, 8.4.2, 8.4.4.2, 8.5.3.3"
10444,8380,Main/Main10,JP,JP6855419,8,Encoder,"ETRI, KAIST",20311004,"7.3.8.5, 7.3.8.8, 7.4.9.5, 7.4.9.8, 8.1.1"
10445,8381,Main/Main10,JP,JP6862522,2,Decoder,Toshiba,20290618,"7.3.6, 7.3.8, 7.4.9, 8.1.1, 8.5.1, 8.5.3, 9.3.3, 9.3.4"
10446,8382,Main/Main10,JP,JP6863669,1,Encoder,Mitsubishi,20320605,"6.3.1, 6.3.2, 7.2, 7.3.6.1, 7.3.8.11, 7.4.7.1, 7.4.9.10, 7.4.9.11, 8.6.3, 8.6.4.1, 8.6.7, 8.7.2.1, 8.7.2.4, 8.7.2.5.1, 8.7.2.5.3, 8.7.2.5.4, 8.7.2.5.6, 8.7.2.5.7"
10447,8382,Main/Main10,JP,JP6863669,2,Decoder,Mitsubishi,20320605,"6.3.1, 6.3.2, 7.2, 7.3.6.1, 7.3.8.11, 7.4.7.1, 7.4.9.10, 7.4.9.11, 8.1.1, 8.6.3, 8.6.4.1, 8.6.7, 8.7.2.1, 8.7.2.4, 8.7.2.5.1, 8.7.2.5.3, 8.7.2.5.4, 8.7.2.5.6, 8.7.2.5.7"
10448,8383,Main/Main10,JP,JP6864425,1,Decoder,GEVC,20320413,"6.2, 6.3.1, 6.3.2, 6.3.3, 6.4.1, 7.2, 7.3.2.3.1, 7.3.6.1, 7.4.3.3.1, 7.4.7.1, 9.3.1, 9.3.2.1, 9.3.2.2, 9.3.2.3, 9.3.2.4"
10449,8383,Main/Main10,JP,JP6864425,19,Encoder,GEVC,20320413,"6.2, 6.3.1, 6.3.2, 6.3.3, 6.4.1, 7.2, 7.3.2.3.1, 7.3.6.1, 7.4.3.3.1, 7.4.7.1, 9.3.1, 9.3.2.1, 9.3.2.2, 9.3.2.3, 9.3.2.4"
10450,8384,Main/Main10,JP,JP6891325,1,,Canon,,"7.4.5, 8.4, 8.5, 8.6.2, 8.6.3, Table 7-5"
10451,8385,Main/Main10,JP,JP6895555,1,Decoder,DLLC,20330117,"7.4.9.5, 7.4.9.11, 8.4.2, 8.4.3, 8.4.4.2.1, 9.3.3.1, 9.3.3.2, 9.3.3.5"
